瘤痢,瘤痢疙,老矫,乞闭扁柯(∑C),弥历扁柯(∑C),弥绊扁柯(∑C),老碍荐樊(mm),乞闭 捞浇痢柯档(∑C),弥家 惑措嚼档(%),乞闭 惑措嚼档(%),乞闭 刘扁拘(hPa),乞闭 泅瘤扁拘(hPa),弥绊 秦搁扁拘(hPa),弥历 秦搁扁拘(hPa),乞闭 秦搁扁拘(hPa),啊炼矫埃(hr),钦拌 老炼 矫埃(hr),钦拌 老荤(MJ/m2),老 弥缴脚利汲(cm),老 弥缴利汲(cm),乞闭 傈款樊(1/10),乞闭 吝窍摸款樊(1/10),乞闭 瘤搁柯档(∑C),弥历 檬惑柯档(∑C),Rain
156,堡林,2012-03-27,9.0,-0.3,18.1,0,-0.9,18.0,55.3,6.1,1015.9,1027.0,1021.7,1024.8,12.4,10.8,21.35,0,0,2.0,2.0,10.0,-3.4,0
156,堡林,2012-03-28,13.0,8.3,20.2,0,1.8,18.0,52.0,7.2,1016.6,1026.6,1023.8,1025.3,12.4,10.5,20.75,0,0,2.6,2.6,13.4,4.0,1
156,堡林,2012-03-29,14.0,5.8,20.5,0.3,7.0,38.0,64.1,10.4,1014.1,1026.7,1019.0,1022.8,12.5,7.2,16.16,0,0,4.8,3.3,12.9,1.6,1
156,堡林,2012-03-30,12.1,6.5,15.3,30.0,10.0,53.0,87.9,12.8,1007.0,1019.2,1012.8,1015.7,12.5,0.0,1.83,0,0,10.0,6.1,12.9,5.1,0
156,堡林,2012-03-31,7.1,2.7,13.0,0,-3.7,23.0,48.6,4.8,1009.4,1022.1,1015.4,1018.3,12.5,10.9,20.94,0,0,1.0,0.5,9.3,1.1,0
156,堡林,2012-04-01,7.0,0.8,14.3,0,-6.2,18.0,41.3,4.0,1014.4,1025.7,1022.1,1023.4,12.6,11.3,22.25,0,0,0.0,0.0,9.2,-2.8,1
156,堡林,2012-04-02,12.0,3.8,18.4,0.5,5.5,38.0,66.1,9.6,1007.2,1023.4,1007.0,1015.9,12.6,7.6,16.37,0,0,5.6,4.0,11.3,0.1,1
156,堡林,2012-04-03,7.5,4.0,15.5,19.5,0.4,31.0,64.4,7.3,1000.1,1019.0,995.1,1008.9,12.6,6.3,12.96,0,0,5.6,4.6,10.3,1.4,0
156,堡林,2012-04-04,9.3,1.3,17.0,0,0.8,31.0,57.0,6.6,1006.3,1018.7,1011.8,1015.1,12.7,10.9,21.25,0,0,1.1,0.8,9.5,-2.4,0
156,堡林,2012-04-05,9.1,4.0,16.6,0,-2.6,16.0,49.3,5.3,1005.4,1018.9,1011.5,1014.2,12.7,11.1,22.04,0,0,0.6,0.1,11.6,0.1,0
156,堡林,2012-04-06,7.1,1.6,13.8,0,-5.4,23.0,42.1,4.2,1010.5,1022.9,1017.2,1019.4,12.8,11.6,23.05,0,0,0.3,0.3,10.8,-2.2,0
156,堡林,2012-04-07,9.0,1.6,16.7,0,-5.0,19.5,39.5,4.2,1014.2,1025.0,1021.5,1023.1,12.8,11.6,23.29,0,0,0.0,0.0,12.2,-2.5,0
156,堡林,2012-04-08,14.2,5.1,22.6,0,3.3,25.0,50.8,8.0,1012.8,1023.3,1019.3,1021.5,12.8,10.9,22.85,0,0,1.8,1.5,15.7,1.3,0
156,堡林,2012-04-09,17.2,14.0,23.5,0,11.3,46.0,70.0,13.4,1012.2,1022.2,1018.7,1020.8,12.9,5.4,14.43,0,0,6.8,4.1,17.9,12.3,1
156,堡林,2012-04-10,14.7,13.1,17.2,3.0,11.3,56.0,81.3,13.4,1006.8,1022.4,1008.7,1015.4,12.9,0.0,3.81,0,0,9.6,5.1,13.4,10.2,1
156,堡林,2012-04-11,12.0,5.9,16.4,3.5,9.4,64.0,85.1,12.3,998.8,1012.5,1003.7,1007.4,12.9,4.5,10.32,0,0,5.9,4.0,15.0,3.8,0
156,堡林,2012-04-12,10.4,3.2,18.2,0,-0.2,24.0,51.8,6.1,1003.9,1014.6,1010.3,1012.7,13.0,11.2,23.33,0,0,3.8,1.3,14.7,-0.5,1
156,堡林,2012-04-13,10.4,7.5,13.1,1.0,3.1,30.0,62.5,8.0,1004.4,1014.0,1011.9,1013.1,13.0,0.5,5.93,0,0,10.0,5.0,10.9,5.9,0
156,堡林,2012-04-14,14.2,7.3,22.2,0,4.5,27.0,56.1,8.4,1005.7,1015.9,1012.0,1014.3,13.0,11.2,23.9,0,0,3.8,1.4,18.7,4.3,0
156,堡林,2012-04-15,16.1,9.2,25.0,0,4.4,20.0,51.4,8.5,1004.2,1014.7,1009.5,1012.8,13.1,9.6,23.76,0,0,4.3,0.0,20.4,7.2,0
156,堡林,2012-04-16,14.4,9.0,23.7,0,5.0,25.0,56.3,8.8,1004.7,1015.0,1010.7,1013.3,13.1,11.4,23.11,0,0,0.8,0.0,19.2,4.4,0
156,堡林,2012-04-17,13.1,5.3,21.5,0,1.7,18.0,50.9,7.0,1007.1,1018.5,1012.7,1015.8,13.2,12.2,24.56,0,0,0.1,0.1,18.6,2.3,0
156,堡林,2012-04-18,16.0,8.5,24.0,0,3.0,22.0,45.5,7.7,1008.9,1019.4,1014.9,1017.5,13.2,9.9,19.76,0,0,6.1,0.0,19.8,5.0,1
156,堡林,2012-04-19,13.5,11.5,16.1,3.5,7.4,44.0,69.3,10.5,1010.8,1020.6,1018.2,1019.5,13.2,0.0,5.8,0,0,9.9,5.3,14.8,8.3,1
156,堡林,2012-04-20,16.5,11.8,20.5,0.5,10.4,54.0,68.5,12.6,1010.1,1020.7,1016.5,1018.7,13.3,2.6,11.77,0,0,9.8,6.9,17.1,11.2,1
156,堡林,2012-04-21,15.5,13.4,17.5,29.5,12.6,61.0,83.3,14.6,998.1,1016.4,1001.2,1006.6,13.3,0.0,2.59,0,0,10.0,6.6,14.7,12.7,1
156,堡林,2012-04-22,11.0,9.5,15.3,1.5,8.8,65.0,87.3,11.3,1000.7,1012.5,1002.3,1009.4,13.3,2.0,6.43,0,0,6.5,4.5,13.0,6.4,0
156,堡林,2012-04-23,17.0,9.2,25.3,0,10.2,37.0,67.8,12.5,1005.2,1015.4,1011.7,1013.7,13.4,9.1,20.8,0,0,3.1,3.1,17.4,6.0,0
156,堡林,2012-04-24,20.0,11.9,28.5,0,9.6,26.0,55.0,12.0,1004.2,1015.6,1010.5,1012.6,13.4,10.1,20.9,0,0,4.9,0.8,19.1,8.0,1
156,堡林,2012-04-25,15.7,9.8,20.2,19.5,13.3,47.0,86.8,15.5,993.2,1010.5,996.4,1001.7,13.4,0.0,2.17,0,0,10.0,6.8,16.3,10.0,1
156,堡林,2012-04-26,12.9,8.4,18.2,0.5,1.5,24.0,50.9,7.0,1001.6,1013.9,1004.7,1010.2,13.5,12.6,27.32,0,0,1.5,1.0,16.8,4.8,0
156,堡林,2012-04-27,15.9,6.5,25.8,0,-1.2,14.0,37.0,5.7,1004.7,1014.8,1010.8,1013.2,13.5,12.4,26.37,0,0,0.0,0.0,16.2,2.8,0
156,堡林,2012-04-28,18.7,9.5,27.9,0,4.6,15.0,43.4,8.6,1006.9,1017.5,1013.8,1015.4,13.5,12.1,26.31,0,0,0.8,0.0,18.5,5.1,0
156,堡林,2012-04-29,17.6,13.5,20.6,0,12.0,56.0,70.1,14.2,1006.1,1017.3,1012.7,1014.6,13.6,0.0,6.56,0,0,9.3,3.3,16.4,9.5,0
156,堡林,2012-04-30,19.9,15.5,25.4,0,12.2,45.0,62.5,14.2,1001.9,1012.8,1007.6,1010.3,13.6,7.8,19.17,0,0,7.4,5.8,21.6,12.7,1
156,堡林,2012-05-01,17.6,15.2,21.5,20.5,15.1,66.0,86.3,17.2,999.8,1010.7,1006.4,1008.3,13.6,0.0,3.67,0,0,9.8,7.1,17.7,12.8,1
156,堡林,2012-05-02,19.8,16.3,26.9,4.5,16.5,50.0,83.0,18.8,996.5,1006.6,1003.5,1004.9,13.7,3.6,14.66,0,0,6.5,5.5,20.4,14.7,0
156,堡林,2012-05-03,18.9,14.2,24.8,0,13.1,44.0,72.0,15.2,996.1,1006.7,1001.8,1004.4,13.7,11.6,24.51,0,0,0.6,0.6,21.6,12.2,0
156,堡林,2012-05-04,20.2,13.2,27.6,0,11.6,35.0,61.4,13.6,999.7,1009.5,1006.6,1008.1,13.7,12.4,25.96,0,0,0.1,0.0,23.1,10.6,1
156,堡林,2012-05-05,19.3,13.5,27.8,1.0,10.2,23.0,60.5,12.6,999.4,1009.6,1004.8,1007.8,13.7,9.9,21.64,0,0,3.8,3.0,21.8,10.8,0
156,堡林,2012-05-06,19.6,12.4,27.3,0,7.0,15.0,50.5,10.3,999.4,1010.6,1006.0,1007.8,13.8,11.5,24.95,0,0,0.5,0.4,22.9,9.9,0
156,堡林,2012-05-07,21.3,15.8,28.9,0,11.6,21.0,57.4,13.8,999.1,1008.5,1006.3,1007.4,13.8,8.5,22.15,0,0,4.0,1.3,24.8,14.0,0
156,堡林,2012-05-08,21.4,16.7,30.1,0,13.5,20.0,63.0,15.7,999.4,1011.6,1004.8,1007.7,13.8,10.0,22.31,0,0,5.0,1.6,26.3,14.5,0
156,堡林,2012-05-09,21.4,15.9,30.0,0,12.2,21.0,60.1,14.4,1003.9,1015.0,1009.6,1012.3,13.9,10.7,23.64,0,0,2.3,2.3,26.7,14.1,0
156,堡林,2012-05-10,19.5,14.3,26.9,0,13.8,47.0,71.4,15.9,1006.7,1016.8,1013.0,1015.1,13.9,10.2,22.02,0,0,3.4,2.4,25.1,12.2,0
156,堡林,2012-05-11,17.5,15.1,21.7,0,12.0,54.0,70.6,14.0,1007.7,1017.3,1014.6,1016.3,13.9,1.3,9.74,0,0,7.8,7.8,21.6,15.0,0
156,堡林,2012-05-12,17.6,13.4,23.4,0,9.6,40.0,60.9,11.9,1006.3,1017.0,1012.2,1014.8,13.9,10.1,22.86,0,0,4.3,2.0,25.3,12.5,1
156,堡林,2012-05-13,17.1,13.5,20.1,0.0,9.7,40.0,62.6,12.0,1004.2,1014.4,1011.3,1012.7,14.0,0.5,7.08,0,0,8.9,2.6,19.9,12.2,1
156,堡林,2012-05-14,16.9,16.0,18.0,14.5,14.9,63.0,89.0,17.1,1000.4,1013.1,1006.5,1008.9,14.0,0.0,3.85,0,0,9.9,6.0,18.3,15.3,1
156,堡林,2012-05-15,18.4,14.4,23.5,0.5,12.0,29.0,70.0,14.3,998.8,1009.5,1005.7,1007.2,14.0,10.1,23.8,0,0,6.1,3.6,23.1,12.7,1
156,堡林,2012-05-16,17.9,12.9,24.6,1.5,12.5,32.0,73.0,14.6,997.1,1009.5,1002.2,1005.5,14.0,6.7,18.43,0,0,6.3,4.0,20.9,12.4,0
156,堡林,2012-05-17,17.4,12.4,23.1,0,9.1,32.0,62.3,11.7,997.4,1011.4,1002.8,1005.8,14.1,12.6,25.61,0,0,1.9,0.8,23.0,10.7,0
156,堡林,2012-05-18,18.3,10.4,26.7,0,9.5,27.0,61.1,11.9,1006.1,1016.9,1011.4,1014.6,14.1,12.5,26.57,0,0,1.5,0.0,24.4,7.9,0
156,堡林,2012-05-19,19.3,13.8,25.4,0,8.7,30.0,52.9,11.3,1007.5,1016.9,1014.4,1016.0,14.1,2.5,14.4,0,0,7.6,0.0,21.7,10.9,0
156,堡林,2012-05-20,20.0,13.8,28.0,0,9.0,30.0,52.5,11.6,1006.2,1016.4,1011.4,1014.6,14.1,12.0,24.46,0,0,2.9,0.8,25.1,10.5,0
156,堡林,2012-05-21,21.5,14.1,28.4,0,9.7,23.0,51.5,12.2,1007.6,1017.6,1013.9,1016.0,14.2,11.1,22.63,0,0,1.1,1.1,24.8,10.7,0
156,堡林,2012-05-22,21.7,14.9,28.7,0,10.7,29.0,53.0,12.9,1006.4,1017.4,1012.3,1014.8,14.2,10.2,22.18,0,0,3.1,0.5,25.9,11.6,0
156,堡林,2012-05-23,22.4,16.8,29.9,0,10.5,27.0,50.0,12.8,1004.4,1014.2,1010.5,1012.7,14.2,9.4,23.31,0,0,5.4,1.5,27.6,14.6,1
156,堡林,2012-05-24,21.0,17.3,25.4,0.0,11.2,37.0,54.6,13.3,1003.0,1012.7,1010.1,1011.4,14.2,1.7,12.26,0,0,9.0,4.3,24.1,15.2,0
156,堡林,2012-05-25,21.0,17.2,27.7,0,11.2,29.0,55.0,13.3,1002.0,1011.9,1008.3,1010.3,14.3,7.6,20.56,0,0,7.5,2.1,26.2,15.0,0
156,堡林,2012-05-26,21.6,14.9,29.5,0,6.2,17.0,42.4,9.8,1002.6,1012.3,1008.6,1010.9,14.3,12.6,25.01,0,0,2.9,0.0,27.8,11.7,0
156,堡林,2012-05-27,21.9,14.5,29.5,0,8.2,17.0,45.0,11.0,1004.8,1014.7,1011.6,1013.1,14.3,12.7,26.93,0,0,0.1,0.0,28.7,10.6,0
156,堡林,2012-05-28,23.2,16.5,30.2,0,10.7,26.0,48.9,13.1,1008.6,1018.8,1014.5,1016.9,14.3,11.4,21.72,0,0,1.4,1.4,28.1,13.5,0
156,堡林,2012-05-29,23.6,16.2,31.6,0,9.0,14.0,44.0,11.7,1009.6,1020.2,1015.7,1017.9,14.3,11.2,24.57,0,0,2.8,0.0,29.2,12.8,1
156,堡林,2012-05-30,21.7,19.7,26.4,0.1,14.0,49.0,62.3,16.1,1009.5,1019.5,1016.4,1017.9,14.3,4.1,14.01,0,0,9.1,3.5,28.4,18.4,0
156,堡林,2012-05-31,22.3,17.3,28.1,0,13.8,39.0,60.6,15.8,1008.6,1019.2,1014.0,1017.0,14.4,6.9,17.98,0,0,5.9,4.6,29.1,14.5,0
156,堡林,2012-06-01,22.1,16.5,28.6,0,13.3,32.0,60.1,15.3,1007.1,1017.6,1013.4,1015.5,14.4,6.6,18.99,0,0,7.0,0.0,27.9,13.9,1
156,堡林,2012-06-02,20.9,17.9,29.1,3.5,14.5,40.0,68.3,16.6,1005.3,1015.3,1011.6,1013.6,14.4,3.4,13.63,0,0,7.1,3.8,24.9,15.5,0
156,堡林,2012-06-03,22.5,15.6,30.3,0,10.7,30.0,52.3,13.2,1003.9,1014.2,1009.2,1012.3,14.4,10.9,25.63,0,0,2.5,1.1,27.8,12.9,0
156,堡林,2012-06-04,22.7,17.9,27.9,0,14.1,41.0,59.3,16.2,1003.0,1013.2,1009.6,1011.3,14.4,3.5,13.8,0,0,7.8,4.1,25.2,14.8,0
156,堡林,2012-06-05,23.8,19.9,29.6,0,16.3,42.0,64.3,18.5,999.4,1010.7,1004.9,1007.7,14.4,10.8,24.11,0,0,4.4,3.1,31.2,17.9,0
156,堡林,2012-06-06,22.5,19.0,27.3,0,17.0,51.0,71.9,19.3,997.4,1006.9,1004.2,1005.7,14.4,4.1,14.98,0,0,7.8,4.0,27.6,16.5,0
156,堡林,2012-06-07,23.8,19.1,30.9,0,16.0,34.0,64.4,18.2,997.1,1006.7,1003.1,1005.3,14.5,7.2,21.18,0,0,6.6,4.9,31.3,17.0,1
156,堡林,2012-06-08,21.0,19.4,23.0,2.5,17.1,68.0,79.0,19.6,993.4,1005.5,998.5,1001.7,14.5,1.1,4.92,0,0,9.5,6.9,23.5,18.6,1
156,堡林,2012-06-09,23.6,19.1,30.2,0.1,17.2,40.0,69.5,19.6,993.4,1003.2,999.9,1001.6,14.5,7.1,19.0,0,0,7.5,6.5,28.7,18.1,0
156,堡林,2012-06-10,24.0,18.3,31.4,0,16.2,36.0,63.5,18.4,993.8,1003.4,999.7,1002.0,14.5,9.7,21.06,0,0,4.1,2.3,30.7,15.7,0
156,堡林,2012-06-11,23.1,19.4,27.6,0,16.7,50.0,68.1,18.9,992.6,1002.7,998.6,1000.8,14.5,1.6,13.5,0,0,8.0,1.9,27.6,17.1,1
156,堡林,2012-06-12,23.6,19.4,30.7,12.0,17.0,38.0,68.6,19.4,992.4,1003.8,997.9,1000.6,14.5,6.6,17.96,0,0,6.5,4.6,28.8,16.9,1
156,堡林,2012-06-13,23.1,19.9,30.6,32.5,17.7,43.0,73.9,20.2,998.7,1010.4,1003.8,1006.9,14.5,7.1,18.36,0,0,5.6,5.3,26.6,18.1,0
156,堡林,2012-06-14,23.7,18.7,29.9,0,16.4,41.0,65.8,18.6,1003.1,1012.9,1010.0,1011.4,14.5,11.4,23.66,0,0,2.4,1.0,25.1,16.9,1
156,堡林,2012-06-15,21.5,19.9,23.7,0.4,16.8,65.0,74.9,19.1,1000.5,1012.7,1005.4,1008.8,14.5,0.7,6.22,0,0,7.5,4.1,21.9,17.6,0
156,堡林,2012-06-16,23.1,18.1,29.9,0,16.7,40.0,69.5,19.0,999.1,1010.2,1005.1,1007.3,14.5,11.2,21.49,0,0,4.9,2.0,24.7,16.0,0
156,堡林,2012-06-17,23.4,19.0,29.2,0,17.3,40.0,70.8,19.8,1002.8,1012.2,1009.6,1011.1,14.5,7.1,19.94,0,0,6.4,0.8,25.1,16.6,1
156,堡林,2012-06-18,21.4,19.2,25.3,7.0,18.1,58.0,82.9,20.8,999.8,1011.8,1003.5,1008.2,14.5,0.0,6.35,0,0,9.9,4.9,22.6,19.1,1
156,堡林,2012-06-19,24.2,18.8,31.4,3.0,17.8,39.0,70.3,20.4,992.0,1003.9,996.3,1000.1,14.5,9.3,22.54,0,0,5.8,3.4,27.0,18.7,0
156,堡林,2012-06-20,24.2,20.5,29.4,0,18.6,54.0,71.8,21.5,997.0,1008.0,1002.1,1005.2,14.5,6.6,17.44,0,0,7.0,5.6,26.9,19.2,1
156,堡林,2012-06-21,25.2,20.2,31.8,5.5,18.5,40.0,69.1,21.3,998.1,1008.1,1003.5,1006.3,14.5,10.9,24.81,0,0,3.5,1.3,29.6,18.4,0
156,堡林,2012-06-22,25.0,20.1,31.1,0,17.1,29.0,64.8,19.6,1001.6,1011.2,1008.1,1009.8,14.5,9.2,23.46,0,0,4.8,0.9,27.4,18.9,0
156,堡林,2012-06-23,25.0,20.3,30.6,0,16.9,45.0,62.3,19.3,999.4,1010.9,1005.9,1007.7,14.5,8.0,20.56,0,0,6.1,2.3,28.5,17.9,1
156,堡林,2012-06-24,24.5,22.0,28.6,0.1,17.0,50.0,63.5,19.4,996.3,1006.4,1003.1,1004.5,14.5,0.8,9.96,0,0,8.9,4.4,25.5,19.8,0
156,堡林,2012-06-25,25.1,19.8,31.7,0,13.6,30.0,50.3,15.6,999.2,1009.9,1005.7,1007.4,14.5,11.8,22.81,0,0,5.0,1.4,30.0,17.2,0
156,堡林,2012-06-26,22.8,18.5,28.1,0,14.6,45.0,60.6,16.7,1002.1,1011.3,1009.4,1010.3,14.5,4.8,14.53,0,0,6.9,4.0,24.8,16.1,0
156,堡林,2012-06-27,23.5,19.7,29.1,0,16.6,51.0,66.0,18.9,1002.9,1013.0,1010.3,1011.2,14.5,4.3,13.77,0,0,7.5,6.8,25.9,18.3,0
156,堡林,2012-06-28,24.9,18.9,31.2,0,17.0,40.0,63.8,19.4,1003.6,1013.5,1009.8,1011.8,14.5,6.6,18.59,0,0,6.6,5.6,29.2,16.5,1
156,堡林,2012-06-29,23.1,21.2,29.1,5.5,19.1,47.0,79.9,22.1,1001.5,1012.6,1007.6,1009.8,14.5,2.3,12.64,0,0,9.4,4.9,24.8,19.7,1
156,堡林,2012-06-30,24.0,21.6,26.0,11.0,22.2,83.0,89.6,26.8,996.5,1007.6,1002.4,1004.7,14.5,0.0,3.03,0,0,9.8,7.0,24.3,21.4,1
156,堡林,2012-07-01,23.0,20.6,27.2,0.0,19.3,59.0,80.6,22.4,997.8,1007.5,1004.6,1006.1,14.5,1.5,12.72,0,0,9.1,5.8,24.7,19.7,1
156,堡林,2012-07-02,24.1,20.5,28.5,0.0,19.2,55.0,75.4,22.3,995.3,1006.5,1000.1,1003.5,14.5,3.6,15.64,0,0,9.1,5.3,24.7,19.4,1
156,堡林,2012-07-03,24.7,22.0,29.7,0.0,20.7,55.0,79.0,24.4,993.3,1003.2,1000.2,1001.4,14.5,5.9,15.77,0,0,8.5,6.0,27.3,21.5,1
156,堡林,2012-07-04,24.7,22.6,28.5,0.0,21.2,69.0,81.4,25.2,997.0,1007.1,1003.0,1005.1,14.5,1.0,7.88,0,0,9.9,6.0,26.0,21.8,1
156,堡林,2012-07-05,24.5,22.0,28.9,51.0,22.8,72.0,91.3,27.8,998.1,1009.3,1004.8,1006.3,14.4,0.8,5.99,0,0,10.0,6.6,26.0,22.0,1
156,堡林,2012-07-06,23.9,22.0,25.7,23.5,22.1,83.0,90.3,26.6,992.4,1004.9,998.1,1000.5,14.4,0.0,1.78,0,0,10.0,6.9,24.0,21.4,0
156,堡林,2012-07-07,24.5,20.5,30.5,0,19.4,47.0,74.9,22.5,995.5,1006.0,1000.5,1003.7,14.4,8.0,20.04,0,0,7.6,6.1,26.5,20.1,0
156,堡林,2012-07-08,25.3,21.2,31.8,0,19.6,45.0,71.9,22.8,998.3,1007.7,1004.8,1006.5,14.4,9.7,21.61,0,0,4.4,4.3,28.1,19.8,0
156,堡林,2012-07-09,26.0,21.3,31.0,0,20.1,45.0,71.9,23.6,998.2,1007.7,1004.8,1006.4,14.4,5.5,16.12,0,0,6.3,0.8,26.8,20.2,1
156,堡林,2012-07-10,23.7,21.0,27.8,18.0,19.6,49.0,79.0,22.9,994.9,1006.5,999.2,1003.1,14.4,0.5,8.89,0,0,9.5,5.0,24.1,19.6,1
156,堡林,2012-07-11,24.5,23.3,25.8,67.5,23.2,86.0,93.3,28.5,989.4,1000.4,996.1,997.5,14.4,0.0,2.75,0,0,9.3,6.6,24.3,22.1,1
156,堡林,2012-07-12,26.0,22.1,30.2,3.5,22.5,65.0,82.1,27.3,992.7,1002.0,999.9,1000.8,14.4,1.3,11.42,0,0,9.3,3.9,26.9,21.4,1
156,堡林,2012-07-13,26.9,23.1,31.7,0.0,22.9,63.0,79.8,27.9,992.4,1001.8,998.8,1000.5,14.3,3.2,13.49,0,0,9.6,6.1,28.5,22.5,1
156,堡林,2012-07-14,24.6,23.2,26.6,67.5,22.8,79.0,90.3,27.7,993.0,1002.3,999.0,1001.2,14.3,0.0,4.37,0,0,10.0,6.6,25.9,23.1,1
156,堡林,2012-07-15,24.7,22.5,27.6,44.0,22.1,76.0,86.0,26.7,994.0,1006.4,998.8,1002.1,14.3,1.4,7.07,0,0,9.9,7.1,25.3,21.8,1
156,堡林,2012-07-16,24.5,21.6,28.2,0.1,20.2,62.0,77.8,23.8,1001.3,1011.9,1006.3,1009.5,14.3,0.8,12.03,0,0,9.8,5.1,25.9,21.0,1
156,堡林,2012-07-17,23.9,22.2,26.1,14.5,22.2,81.0,90.8,26.8,1003.1,1013.1,1010.2,1011.3,14.3,0.1,4.19,0,0,9.6,5.8,24.7,22.1,1
156,堡林,2012-07-18,26.6,23.9,30.0,18.5,23.0,68.0,81.5,28.1,998.0,1010.6,998.4,1006.1,14.3,2.6,9.8,0,0,9.1,6.3,27.5,23.2,1
156,堡林,2012-07-19,26.4,23.7,30.6,20.5,22.9,66.0,81.8,27.9,998.0,1008.9,996.7,1006.2,14.2,3.0,11.38,0,0,9.1,6.6,27.6,23.5,1
156,堡林,2012-07-20,26.8,23.7,32.2,2.0,22.8,53.0,80.4,27.8,1001.3,1010.5,1007.9,1009.4,14.2,5.0,14.12,0,0,7.0,6.3,28.3,23.7,1
156,堡林,2012-07-21,27.8,23.8,33.5,0.0,22.7,46.0,75.5,27.6,1002.0,1011.2,1008.7,1010.2,14.2,7.1,18.68,0,0,6.1,5.9,30.0,22.7,0
156,堡林,2012-07-22,28.2,25.3,32.8,0,22.6,54.0,72.9,27.5,1001.3,1010.6,1008.1,1009.5,14.2,11.4,21.85,0,0,5.5,5.3,29.6,24.1,0
156,堡林,2012-07-23,28.6,26.1,32.8,0,22.6,56.0,70.8,27.5,1002.4,1012.7,1009.1,1010.5,14.1,6.5,17.24,0,0,7.3,4.1,29.5,24.6,1
156,堡林,2012-07-24,28.9,24.0,33.7,0.0,22.2,49.0,68.3,26.8,1005.5,1014.7,1012.1,1013.7,14.1,8.9,18.37,0,0,5.3,4.1,31.4,22.0,0
156,堡林,2012-07-25,29.1,24.9,34.3,0,22.4,47.0,68.9,27.1,1005.6,1015.8,1011.7,1013.7,14.1,9.7,21.56,0,0,3.3,2.6,37.0,23.1,0
156,堡林,2012-07-26,29.0,24.7,34.1,0,22.3,44.0,68.8,27.0,1002.7,1013.0,1008.8,1010.8,14.1,11.2,22.2,0,0,4.1,3.0,35.1,22.7,0
156,堡林,2012-07-27,28.6,24.8,34.5,0,23.1,49.0,73.1,28.2,1001.9,1011.1,1008.3,1010.1,14.0,7.4,17.7,0,0,6.1,5.8,33.2,23.1,0
156,堡林,2012-07-28,29.6,25.4,35.2,0,23.2,47.0,70.0,28.4,1002.3,1012.0,1008.5,1010.4,14.0,11.7,24.39,0,0,4.0,3.9,39.9,23.3,0
156,堡林,2012-07-29,29.7,26.3,34.6,0,23.5,50.0,70.8,28.9,999.8,1009.8,1006.0,1007.9,14.0,12.8,22.54,0,0,4.3,4.3,37.0,25.0,0
156,堡林,2012-07-30,29.8,25.6,35.0,0,22.5,48.0,66.1,27.2,998.9,1008.5,1005.0,1007.0,14.0,10.3,21.51,0,0,4.4,3.8,38.2,23.5,0
156,堡林,2012-07-31,29.8,25.4,35.0,0,22.8,42.0,67.6,27.9,999.2,1008.2,1005.8,1007.3,13.9,9.3,17.18,0,0,1.9,1.8,34.1,23.4,0
156,堡林,2012-08-01,31.0,25.6,36.7,0,21.7,36.0,60.3,26.1,997.9,1007.7,1003.8,1005.9,13.9,12.8,25.87,0,0,1.8,0.9,39.5,23.0,0
156,堡林,2012-08-02,29.8,26.4,34.1,0,21.5,49.0,61.4,25.6,999.4,1009.8,1004.8,1007.5,13.9,4.1,12.41,0,0,5.3,3.5,34.7,23.6,0
156,堡林,2012-08-03,30.7,27.6,35.7,0,21.2,42.0,57.9,25.1,1002.0,1011.3,1008.7,1010.1,13.9,13.1,24.42,0,0,2.6,2.1,39.0,24.5,0
156,堡林,2012-08-04,30.7,25.5,36.8,0,21.2,36.0,58.3,25.1,1001.3,1011.3,1007.8,1009.4,13.8,12.2,22.96,0,0,1.1,1.1,37.7,22.7,0
156,堡林,2012-08-05,31.4,25.7,37.7,0,21.5,36.0,57.6,25.7,998.3,1009.3,1003.9,1006.4,13.8,12.9,23.89,0,0,2.8,2.1,39.1,22.9,1
156,堡林,2012-08-06,29.5,24.5,36.1,47.5,23.0,45.0,70.5,28.2,997.8,1007.8,1004.0,1005.9,13.8,8.3,16.41,0,0,5.3,5.3,34.3,24.1,0
156,堡林,2012-08-07,29.0,24.6,34.1,0,23.3,50.0,72.9,28.6,999.1,1008.3,1005.7,1007.2,13.7,8.6,18.74,0,0,4.5,2.9,30.9,24.0,0
156,堡林,2012-08-08,28.3,23.1,33.4,0,20.2,45.0,62.4,23.6,999.0,1008.4,1005.0,1007.1,13.7,10.5,20.65,0,0,7.5,1.5,30.1,21.8,1
156,堡林,2012-08-09,28.2,25.5,33.0,1.0,22.4,54.0,71.8,27.1,998.5,1007.5,1004.8,1006.6,13.7,3.3,14.47,0,0,9.1,5.9,30.1,24.5,1
156,堡林,2012-08-10,25.6,23.5,28.6,9.5,22.9,74.0,85.3,27.8,998.1,1007.8,1004.6,1006.2,13.7,1.0,6.26,0,0,9.5,5.8,27.1,23.8,0
156,堡林,2012-08-11,28.3,23.3,34.0,0,22.4,51.0,71.9,27.1,998.7,1007.8,1005.2,1006.8,13.6,9.2,20.61,0,0,6.1,5.5,31.0,23.2,1
156,堡林,2012-08-12,28.5,24.5,32.6,21.0,23.8,58.0,77.0,29.6,996.6,1007.3,1002.9,1004.7,13.6,8.5,18.14,0,0,8.3,6.1,30.1,24.5,1
156,堡林,2012-08-13,26.3,25.1,27.4,24.0,24.4,79.0,89.5,30.5,995.7,1006.2,1002.2,1003.8,13.5,0.0,2.83,0,0,10.0,6.6,27.1,25.1,0
