,瘤痢,瘤痢疙,老矫,乞闭扁柯(∑C),弥历扁柯(∑C),弥绊扁柯(∑C),老碍荐樊(mm),乞闭 捞浇痢柯档(∑C),弥家 惑措嚼档(%),乞闭 惑措嚼档(%),乞闭 刘扁拘(hPa),乞闭 泅瘤扁拘(hPa),弥绊 秦搁扁拘(hPa),弥历 秦搁扁拘(hPa),乞闭 秦搁扁拘(hPa),啊炼矫埃(hr),钦拌 老炼 矫埃(hr),钦拌 老荤(MJ/m2),老 弥缴脚利汲(cm),老 弥缴利汲(cm),乞闭 傈款樊(1/10),乞闭 吝窍摸款樊(1/10),乞闭 瘤搁柯档(∑C),弥历 檬惑柯档(∑C)
1117,156,堡林,2012-04-11,12.0,5.9,16.4,3.5,9.4,64.0,85.1,12.3,998.8,1012.5,1003.7,1007.4,12.9,4.5,10.32,0,0,5.9,4.0,15.0,3.8
1118,156,堡林,2012-04-12,10.4,3.2,18.2,0,-0.2,24.0,51.8,6.1,1003.9,1014.6,1010.3,1012.7,13.0,11.2,23.33,0,0,3.8,1.3,14.7,-0.5
1119,156,堡林,2012-04-12,10.4,3.2,18.2,0,-0.2,24.0,51.8,6.1,1003.9,1014.6,1010.3,1012.7,13.0,11.2,23.33,0,0,3.8,1.3,14.7,-0.5
1120,156,堡林,2012-04-13,10.4,7.5,13.1,1.0,3.1,30.0,62.5,8.0,1004.4,1014.0,1011.9,1013.1,13.0,0.5,5.93,0,0,10.0,5.0,10.9,5.9
1121,156,堡林,2012-04-13,10.4,7.5,13.1,1.0,3.1,30.0,62.5,8.0,1004.4,1014.0,1011.9,1013.1,13.0,0.5,5.93,0,0,10.0,5.0,10.9,5.9
1122,156,堡林,2012-04-14,14.2,7.3,22.2,0,4.5,27.0,56.1,8.4,1005.7,1015.9,1012.0,1014.3,13.0,11.2,23.9,0,0,3.8,1.4,18.7,4.3
1123,156,堡林,2012-04-14,14.2,7.3,22.2,0,4.5,27.0,56.1,8.4,1005.7,1015.9,1012.0,1014.3,13.0,11.2,23.9,0,0,3.8,1.4,18.7,4.3
1124,156,堡林,2012-04-15,16.1,9.2,25.0,0,4.4,20.0,51.4,8.5,1004.2,1014.7,1009.5,1012.8,13.1,9.6,23.76,0,0,4.3,0.0,20.4,7.2
1125,156,堡林,2012-04-15,16.1,9.2,25.0,0,4.4,20.0,51.4,8.5,1004.2,1014.7,1009.5,1012.8,13.1,9.6,23.76,0,0,4.3,0.0,20.4,7.2
1126,156,堡林,2012-04-16,14.4,9.0,23.7,0,5.0,25.0,56.3,8.8,1004.7,1015.0,1010.7,1013.3,13.1,11.4,23.11,0,0,0.8,0.0,19.2,4.4
1127,156,堡林,2012-04-16,14.4,9.0,23.7,0,5.0,25.0,56.3,8.8,1004.7,1015.0,1010.7,1013.3,13.1,11.4,23.11,0,0,0.8,0.0,19.2,4.4
1128,156,堡林,2012-04-17,13.1,5.3,21.5,0,1.7,18.0,50.9,7.0,1007.1,1018.5,1012.7,1015.8,13.2,12.2,24.56,0,0,0.1,0.1,18.6,2.3
1129,156,堡林,2012-04-17,13.1,5.3,21.5,0,1.7,18.0,50.9,7.0,1007.1,1018.5,1012.7,1015.8,13.2,12.2,24.56,0,0,0.1,0.1,18.6,2.3
1130,156,堡林,2012-04-18,16.0,8.5,24.0,0,3.0,22.0,45.5,7.7,1008.9,1019.4,1014.9,1017.5,13.2,9.9,19.76,0,0,6.1,0.0,19.8,5.0
1131,156,堡林,2012-04-18,16.0,8.5,24.0,0,3.0,22.0,45.5,7.7,1008.9,1019.4,1014.9,1017.5,13.2,9.9,19.76,0,0,6.1,0.0,19.8,5.0
1132,156,堡林,2012-04-19,13.5,11.5,16.1,3.5,7.4,44.0,69.3,10.5,1010.8,1020.6,1018.2,1019.5,13.2,0.0,5.8,0,0,9.9,5.3,14.8,8.3
1133,156,堡林,2012-04-19,13.5,11.5,16.1,3.5,7.4,44.0,69.3,10.5,1010.8,1020.6,1018.2,1019.5,13.2,0.0,5.8,0,0,9.9,5.3,14.8,8.3
1134,156,堡林,2012-04-20,16.5,11.8,20.5,0.5,10.4,54.0,68.5,12.6,1010.1,1020.7,1016.5,1018.7,13.3,2.6,11.77,0,0,9.8,6.9,17.1,11.2
1135,156,堡林,2012-04-20,16.5,11.8,20.5,0.5,10.4,54.0,68.5,12.6,1010.1,1020.7,1016.5,1018.7,13.3,2.6,11.77,0,0,9.8,6.9,17.1,11.2
1136,156,堡林,2012-04-21,15.5,13.4,17.5,29.5,12.6,61.0,83.3,14.6,998.1,1016.4,1001.2,1006.6,13.3,0.0,2.59,0,0,10.0,6.6,14.7,12.7
1137,156,堡林,2012-04-21,15.5,13.4,17.5,29.5,12.6,61.0,83.3,14.6,998.1,1016.4,1001.2,1006.6,13.3,0.0,2.59,0,0,10.0,6.6,14.7,12.7
1138,156,堡林,2012-04-22,11.0,9.5,15.3,1.5,8.8,65.0,87.3,11.3,1000.7,1012.5,1002.3,1009.4,13.3,2.0,6.43,0,0,6.5,4.5,13.0,6.4
1139,156,堡林,2012-04-22,11.0,9.5,15.3,1.5,8.8,65.0,87.3,11.3,1000.7,1012.5,1002.3,1009.4,13.3,2.0,6.43,0,0,6.5,4.5,13.0,6.4
1140,156,堡林,2012-04-23,17.0,9.2,25.3,0,10.2,37.0,67.8,12.5,1005.2,1015.4,1011.7,1013.7,13.4,9.1,20.8,0,0,3.1,3.1,17.4,6.0
1141,156,堡林,2012-04-23,17.0,9.2,25.3,0,10.2,37.0,67.8,12.5,1005.2,1015.4,1011.7,1013.7,13.4,9.1,20.8,0,0,3.1,3.1,17.4,6.0
1142,156,堡林,2012-04-24,20.0,11.9,28.5,0,9.6,26.0,55.0,12.0,1004.2,1015.6,1010.5,1012.6,13.4,10.1,20.9,0,0,4.9,0.8,19.1,8.0
1143,156,堡林,2012-04-24,20.0,11.9,28.5,0,9.6,26.0,55.0,12.0,1004.2,1015.6,1010.5,1012.6,13.4,10.1,20.9,0,0,4.9,0.8,19.1,8.0
1144,156,堡林,2012-04-25,15.7,9.8,20.2,19.5,13.3,47.0,86.8,15.5,993.2,1010.5,996.4,1001.7,13.4,0.0,2.17,0,0,10.0,6.8,16.3,10.0
1145,156,堡林,2012-04-25,15.7,9.8,20.2,19.5,13.3,47.0,86.8,15.5,993.2,1010.5,996.4,1001.7,13.4,0.0,2.17,0,0,10.0,6.8,16.3,10.0
1146,156,堡林,2012-04-26,12.9,8.4,18.2,0.5,1.5,24.0,50.9,7.0,1001.6,1013.9,1004.7,1010.2,13.5,12.6,27.32,0,0,1.5,1.0,16.8,4.8
1147,156,堡林,2012-04-26,12.9,8.4,18.2,0.5,1.5,24.0,50.9,7.0,1001.6,1013.9,1004.7,1010.2,13.5,12.6,27.32,0,0,1.5,1.0,16.8,4.8
1148,156,堡林,2012-04-27,15.9,6.5,25.8,0,-1.2,14.0,37.0,5.7,1004.7,1014.8,1010.8,1013.2,13.5,12.4,26.37,0,0,0.0,0.0,16.2,2.8
1149,156,堡林,2012-04-27,15.9,6.5,25.8,0,-1.2,14.0,37.0,5.7,1004.7,1014.8,1010.8,1013.2,13.5,12.4,26.37,0,0,0.0,0.0,16.2,2.8
1150,156,堡林,2012-04-28,18.7,9.5,27.9,0,4.6,15.0,43.4,8.6,1006.9,1017.5,1013.8,1015.4,13.5,12.1,26.31,0,0,0.8,0.0,18.5,5.1
1151,156,堡林,2012-04-28,18.7,9.5,27.9,0,4.6,15.0,43.4,8.6,1006.9,1017.5,1013.8,1015.4,13.5,12.1,26.31,0,0,0.8,0.0,18.5,5.1
1152,156,堡林,2012-04-29,17.6,13.5,20.6,0,12.0,56.0,70.1,14.2,1006.1,1017.3,1012.7,1014.6,13.6,0.0,6.56,0,0,9.3,3.3,16.4,9.5
1153,156,堡林,2012-04-29,17.6,13.5,20.6,0,12.0,56.0,70.1,14.2,1006.1,1017.3,1012.7,1014.6,13.6,0.0,6.56,0,0,9.3,3.3,16.4,9.5
1154,156,堡林,2012-04-30,19.9,15.5,25.4,0,12.2,45.0,62.5,14.2,1001.9,1012.8,1007.6,1010.3,13.6,7.8,19.17,0,0,7.4,5.8,21.6,12.7
1155,156,堡林,2012-04-30,19.9,15.5,25.4,0,12.2,45.0,62.5,14.2,1001.9,1012.8,1007.6,1010.3,13.6,7.8,19.17,0,0,7.4,5.8,21.6,12.7
1156,156,堡林,2012-05-01,17.6,15.2,21.5,20.5,15.1,66.0,86.3,17.2,999.8,1010.7,1006.4,1008.3,13.6,0.0,3.67,0,0,9.8,7.1,17.7,12.8
1157,156,堡林,2012-05-01,17.6,15.2,21.5,20.5,15.1,66.0,86.3,17.2,999.8,1010.7,1006.4,1008.3,13.6,0.0,3.67,0,0,9.8,7.1,17.7,12.8
1158,156,堡林,2012-05-02,19.8,16.3,26.9,4.5,16.5,50.0,83.0,18.8,996.5,1006.6,1003.5,1004.9,13.7,3.6,14.66,0,0,6.5,5.5,20.4,14.7
1159,156,堡林,2012-05-02,19.8,16.3,26.9,4.5,16.5,50.0,83.0,18.8,996.5,1006.6,1003.5,1004.9,13.7,3.6,14.66,0,0,6.5,5.5,20.4,14.7
1160,156,堡林,2012-05-03,18.9,14.2,24.8,0,13.1,44.0,72.0,15.2,996.1,1006.7,1001.8,1004.4,13.7,11.6,24.51,0,0,0.6,0.6,21.6,12.2
1161,156,堡林,2012-05-03,18.9,14.2,24.8,0,13.1,44.0,72.0,15.2,996.1,1006.7,1001.8,1004.4,13.7,11.6,24.51,0,0,0.6,0.6,21.6,12.2
1162,156,堡林,2012-05-04,20.2,13.2,27.6,0,11.6,35.0,61.4,13.6,999.7,1009.5,1006.6,1008.1,13.7,12.4,25.96,0,0,0.1,0.0,23.1,10.6
1163,156,堡林,2012-05-04,20.2,13.2,27.6,0,11.6,35.0,61.4,13.6,999.7,1009.5,1006.6,1008.1,13.7,12.4,25.96,0,0,0.1,0.0,23.1,10.6
1164,156,堡林,2012-05-05,19.3,13.5,27.8,1.0,10.2,23.0,60.5,12.6,999.4,1009.6,1004.8,1007.8,13.7,9.9,21.64,0,0,3.8,3.0,21.8,10.8
1165,156,堡林,2012-05-05,19.3,13.5,27.8,1.0,10.2,23.0,60.5,12.6,999.4,1009.6,1004.8,1007.8,13.7,9.9,21.64,0,0,3.8,3.0,21.8,10.8
1166,156,堡林,2012-05-06,19.6,12.4,27.3,0,7.0,15.0,50.5,10.3,999.4,1010.6,1006.0,1007.8,13.8,11.5,24.95,0,0,0.5,0.4,22.9,9.9
1167,156,堡林,2012-05-06,19.6,12.4,27.3,0,7.0,15.0,50.5,10.3,999.4,1010.6,1006.0,1007.8,13.8,11.5,24.95,0,0,0.5,0.4,22.9,9.9
1168,156,堡林,2012-05-07,21.3,15.8,28.9,0,11.6,21.0,57.4,13.8,999.1,1008.5,1006.3,1007.4,13.8,8.5,22.15,0,0,4.0,1.3,24.8,14.0
1169,156,堡林,2012-05-07,21.3,15.8,28.9,0,11.6,21.0,57.4,13.8,999.1,1008.5,1006.3,1007.4,13.8,8.5,22.15,0,0,4.0,1.3,24.8,14.0
1170,156,堡林,2012-05-08,21.4,16.7,30.1,0,13.5,20.0,63.0,15.7,999.4,1011.6,1004.8,1007.7,13.8,10.0,22.31,0,0,5.0,1.6,26.3,14.5
1171,156,堡林,2012-05-08,21.4,16.7,30.1,0,13.5,20.0,63.0,15.7,999.4,1011.6,1004.8,1007.7,13.8,10.0,22.31,0,0,5.0,1.6,26.3,14.5
1172,156,堡林,2012-05-09,21.4,15.9,30.0,0,12.2,21.0,60.1,14.4,1003.9,1015.0,1009.6,1012.3,13.9,10.7,23.64,0,0,2.3,2.3,26.7,14.1
1173,156,堡林,2012-05-09,21.4,15.9,30.0,0,12.2,21.0,60.1,14.4,1003.9,1015.0,1009.6,1012.3,13.9,10.7,23.64,0,0,2.3,2.3,26.7,14.1
1174,156,堡林,2012-05-10,19.5,14.3,26.9,0,13.8,47.0,71.4,15.9,1006.7,1016.8,1013.0,1015.1,13.9,10.2,22.02,0,0,3.4,2.4,25.1,12.2
1175,156,堡林,2012-05-10,19.5,14.3,26.9,0,13.8,47.0,71.4,15.9,1006.7,1016.8,1013.0,1015.1,13.9,10.2,22.02,0,0,3.4,2.4,25.1,12.2
1176,156,堡林,2012-05-11,17.5,15.1,21.7,0,12.0,54.0,70.6,14.0,1007.7,1017.3,1014.6,1016.3,13.9,1.3,9.74,0,0,7.8,7.8,21.6,15.0
1177,156,堡林,2012-05-11,17.5,15.1,21.7,0,12.0,54.0,70.6,14.0,1007.7,1017.3,1014.6,1016.3,13.9,1.3,9.74,0,0,7.8,7.8,21.6,15.0
1178,156,堡林,2012-05-12,17.6,13.4,23.4,0,9.6,40.0,60.9,11.9,1006.3,1017.0,1012.2,1014.8,13.9,10.1,22.86,0,0,4.3,2.0,25.3,12.5
1179,156,堡林,2012-05-12,17.6,13.4,23.4,0,9.6,40.0,60.9,11.9,1006.3,1017.0,1012.2,1014.8,13.9,10.1,22.86,0,0,4.3,2.0,25.3,12.5
1180,156,堡林,2012-05-13,17.1,13.5,20.1,0.0,9.7,40.0,62.6,12.0,1004.2,1014.4,1011.3,1012.7,14.0,0.5,7.08,0,0,8.9,2.6,19.9,12.2
1181,156,堡林,2012-05-13,17.1,13.5,20.1,0.0,9.7,40.0,62.6,12.0,1004.2,1014.4,1011.3,1012.7,14.0,0.5,7.08,0,0,8.9,2.6,19.9,12.2
1182,156,堡林,2012-05-14,16.9,16.0,18.0,14.5,14.9,63.0,89.0,17.1,1000.4,1013.1,1006.5,1008.9,14.0,0.0,3.85,0,0,9.9,6.0,18.3,15.3
1183,156,堡林,2012-05-14,16.9,16.0,18.0,14.5,14.9,63.0,89.0,17.1,1000.4,1013.1,1006.5,1008.9,14.0,0.0,3.85,0,0,9.9,6.0,18.3,15.3
1184,156,堡林,2012-05-15,18.4,14.4,23.5,0.5,12.0,29.0,70.0,14.3,998.8,1009.5,1005.7,1007.2,14.0,10.1,23.8,0,0,6.1,3.6,23.1,12.7
1185,156,堡林,2012-05-15,18.4,14.4,23.5,0.5,12.0,29.0,70.0,14.3,998.8,1009.5,1005.7,1007.2,14.0,10.1,23.8,0,0,6.1,3.6,23.1,12.7
1186,156,堡林,2012-05-16,17.9,12.9,24.6,1.5,12.5,32.0,73.0,14.6,997.1,1009.5,1002.2,1005.5,14.0,6.7,18.43,0,0,6.3,4.0,20.9,12.4
1187,156,堡林,2012-05-16,17.9,12.9,24.6,1.5,12.5,32.0,73.0,14.6,997.1,1009.5,1002.2,1005.5,14.0,6.7,18.43,0,0,6.3,4.0,20.9,12.4
1188,156,堡林,2012-05-17,17.4,12.4,23.1,0,9.1,32.0,62.3,11.7,997.4,1011.4,1002.8,1005.8,14.1,12.6,25.61,0,0,1.9,0.8,23.0,10.7
1189,156,堡林,2012-05-17,17.4,12.4,23.1,0,9.1,32.0,62.3,11.7,997.4,1011.4,1002.8,1005.8,14.1,12.6,25.61,0,0,1.9,0.8,23.0,10.7
1190,156,堡林,2012-05-18,18.3,10.4,26.7,0,9.5,27.0,61.1,11.9,1006.1,1016.9,1011.4,1014.6,14.1,12.5,26.57,0,0,1.5,0.0,24.4,7.9
1191,156,堡林,2012-05-18,18.3,10.4,26.7,0,9.5,27.0,61.1,11.9,1006.1,1016.9,1011.4,1014.6,14.1,12.5,26.57,0,0,1.5,0.0,24.4,7.9
1192,156,堡林,2012-05-19,19.3,13.8,25.4,0,8.7,30.0,52.9,11.3,1007.5,1016.9,1014.4,1016.0,14.1,2.5,14.4,0,0,7.6,0.0,21.7,10.9
1193,156,堡林,2012-05-19,19.3,13.8,25.4,0,8.7,30.0,52.9,11.3,1007.5,1016.9,1014.4,1016.0,14.1,2.5,14.4,0,0,7.6,0.0,21.7,10.9
1194,156,堡林,2012-05-20,20.0,13.8,28.0,0,9.0,30.0,52.5,11.6,1006.2,1016.4,1011.4,1014.6,14.1,12.0,24.46,0,0,2.9,0.8,25.1,10.5
1195,156,堡林,2012-05-20,20.0,13.8,28.0,0,9.0,30.0,52.5,11.6,1006.2,1016.4,1011.4,1014.6,14.1,12.0,24.46,0,0,2.9,0.8,25.1,10.5
1196,156,堡林,2012-05-21,21.5,14.1,28.4,0,9.7,23.0,51.5,12.2,1007.6,1017.6,1013.9,1016.0,14.2,11.1,22.63,0,0,1.1,1.1,24.8,10.7
1197,156,堡林,2012-05-21,21.5,14.1,28.4,0,9.7,23.0,51.5,12.2,1007.6,1017.6,1013.9,1016.0,14.2,11.1,22.63,0,0,1.1,1.1,24.8,10.7
1198,156,堡林,2012-05-22,21.7,14.9,28.7,0,10.7,29.0,53.0,12.9,1006.4,1017.4,1012.3,1014.8,14.2,10.2,22.18,0,0,3.1,0.5,25.9,11.6
1199,156,堡林,2012-05-22,21.7,14.9,28.7,0,10.7,29.0,53.0,12.9,1006.4,1017.4,1012.3,1014.8,14.2,10.2,22.18,0,0,3.1,0.5,25.9,11.6
1200,156,堡林,2012-05-23,22.4,16.8,29.9,0,10.5,27.0,50.0,12.8,1004.4,1014.2,1010.5,1012.7,14.2,9.4,23.31,0,0,5.4,1.5,27.6,14.6
1201,156,堡林,2012-05-23,22.4,16.8,29.9,0,10.5,27.0,50.0,12.8,1004.4,1014.2,1010.5,1012.7,14.2,9.4,23.31,0,0,5.4,1.5,27.6,14.6
1202,156,堡林,2012-05-24,21.0,17.3,25.4,0.0,11.2,37.0,54.6,13.3,1003.0,1012.7,1010.1,1011.4,14.2,1.7,12.26,0,0,9.0,4.3,24.1,15.2
1203,156,堡林,2012-05-24,21.0,17.3,25.4,0.0,11.2,37.0,54.6,13.3,1003.0,1012.7,1010.1,1011.4,14.2,1.7,12.26,0,0,9.0,4.3,24.1,15.2
1204,156,堡林,2012-05-25,21.0,17.2,27.7,0,11.2,29.0,55.0,13.3,1002.0,1011.9,1008.3,1010.3,14.3,7.6,20.56,0,0,7.5,2.1,26.2,15.0
1205,156,堡林,2012-05-25,21.0,17.2,27.7,0,11.2,29.0,55.0,13.3,1002.0,1011.9,1008.3,1010.3,14.3,7.6,20.56,0,0,7.5,2.1,26.2,15.0
1206,156,堡林,2012-05-26,21.6,14.9,29.5,0,6.2,17.0,42.4,9.8,1002.6,1012.3,1008.6,1010.9,14.3,12.6,25.01,0,0,2.9,0.0,27.8,11.7
1207,156,堡林,2012-05-26,21.6,14.9,29.5,0,6.2,17.0,42.4,9.8,1002.6,1012.3,1008.6,1010.9,14.3,12.6,25.01,0,0,2.9,0.0,27.8,11.7
1208,156,堡林,2012-05-27,21.9,14.5,29.5,0,8.2,17.0,45.0,11.0,1004.8,1014.7,1011.6,1013.1,14.3,12.7,26.93,0,0,0.1,0.0,28.7,10.6
1209,156,堡林,2012-05-27,21.9,14.5,29.5,0,8.2,17.0,45.0,11.0,1004.8,1014.7,1011.6,1013.1,14.3,12.7,26.93,0,0,0.1,0.0,28.7,10.6
1210,156,堡林,2012-05-28,23.2,16.5,30.2,0,10.7,26.0,48.9,13.1,1008.6,1018.8,1014.5,1016.9,14.3,11.4,21.72,0,0,1.4,1.4,28.1,13.5
1211,156,堡林,2012-05-28,23.2,16.5,30.2,0,10.7,26.0,48.9,13.1,1008.6,1018.8,1014.5,1016.9,14.3,11.4,21.72,0,0,1.4,1.4,28.1,13.5
1212,156,堡林,2012-05-29,23.6,16.2,31.6,0,9.0,14.0,44.0,11.7,1009.6,1020.2,1015.7,1017.9,14.3,11.2,24.57,0,0,2.8,0.0,29.2,12.8
1213,156,堡林,2012-05-29,23.6,16.2,31.6,0,9.0,14.0,44.0,11.7,1009.6,1020.2,1015.7,1017.9,14.3,11.2,24.57,0,0,2.8,0.0,29.2,12.8
1214,156,堡林,2012-05-30,21.7,19.7,26.4,0.1,14.0,49.0,62.3,16.1,1009.5,1019.5,1016.4,1017.9,14.3,4.1,14.01,0,0,9.1,3.5,28.4,18.4
1215,156,堡林,2012-05-30,21.7,19.7,26.4,0.1,14.0,49.0,62.3,16.1,1009.5,1019.5,1016.4,1017.9,14.3,4.1,14.01,0,0,9.1,3.5,28.4,18.4
1216,156,堡林,2012-05-31,22.3,17.3,28.1,0,13.8,39.0,60.6,15.8,1008.6,1019.2,1014.0,1017.0,14.4,6.9,17.98,0,0,5.9,4.6,29.1,14.5
1217,156,堡林,2012-05-31,22.3,17.3,28.1,0,13.8,39.0,60.6,15.8,1008.6,1019.2,1014.0,1017.0,14.4,6.9,17.98,0,0,5.9,4.6,29.1,14.5
1218,156,堡林,2012-06-01,22.1,16.5,28.6,0,13.3,32.0,60.1,15.3,1007.1,1017.6,1013.4,1015.5,14.4,6.6,18.99,0,0,7.0,0.0,27.9,13.9
1219,156,堡林,2012-06-01,22.1,16.5,28.6,0,13.3,32.0,60.1,15.3,1007.1,1017.6,1013.4,1015.5,14.4,6.6,18.99,0,0,7.0,0.0,27.9,13.9
1220,156,堡林,2012-06-02,20.9,17.9,29.1,3.5,14.5,40.0,68.3,16.6,1005.3,1015.3,1011.6,1013.6,14.4,3.4,13.63,0,0,7.1,3.8,24.9,15.5
1221,156,堡林,2012-06-02,20.9,17.9,29.1,3.5,14.5,40.0,68.3,16.6,1005.3,1015.3,1011.6,1013.6,14.4,3.4,13.63,0,0,7.1,3.8,24.9,15.5
1222,156,堡林,2012-06-03,22.5,15.6,30.3,0,10.7,30.0,52.3,13.2,1003.9,1014.2,1009.2,1012.3,14.4,10.9,25.63,0,0,2.5,1.1,27.8,12.9
1223,156,堡林,2012-06-03,22.5,15.6,30.3,0,10.7,30.0,52.3,13.2,1003.9,1014.2,1009.2,1012.3,14.4,10.9,25.63,0,0,2.5,1.1,27.8,12.9
1224,156,堡林,2012-06-04,22.7,17.9,27.9,0,14.1,41.0,59.3,16.2,1003.0,1013.2,1009.6,1011.3,14.4,3.5,13.8,0,0,7.8,4.1,25.2,14.8
1225,156,堡林,2012-06-04,22.7,17.9,27.9,0,14.1,41.0,59.3,16.2,1003.0,1013.2,1009.6,1011.3,14.4,3.5,13.8,0,0,7.8,4.1,25.2,14.8
1226,156,堡林,2012-06-05,23.8,19.9,29.6,0,16.3,42.0,64.3,18.5,999.4,1010.7,1004.9,1007.7,14.4,10.8,24.11,0,0,4.4,3.1,31.2,17.9
1227,156,堡林,2012-06-05,23.8,19.9,29.6,0,16.3,42.0,64.3,18.5,999.4,1010.7,1004.9,1007.7,14.4,10.8,24.11,0,0,4.4,3.1,31.2,17.9
1228,156,堡林,2012-06-06,22.5,19.0,27.3,0,17.0,51.0,71.9,19.3,997.4,1006.9,1004.2,1005.7,14.4,4.1,14.98,0,0,7.8,4.0,27.6,16.5
1229,156,堡林,2012-06-06,22.5,19.0,27.3,0,17.0,51.0,71.9,19.3,997.4,1006.9,1004.2,1005.7,14.4,4.1,14.98,0,0,7.8,4.0,27.6,16.5
1230,156,堡林,2012-06-07,23.8,19.1,30.9,0,16.0,34.0,64.4,18.2,997.1,1006.7,1003.1,1005.3,14.5,7.2,21.18,0,0,6.6,4.9,31.3,17.0
1231,156,堡林,2012-06-07,23.8,19.1,30.9,0,16.0,34.0,64.4,18.2,997.1,1006.7,1003.1,1005.3,14.5,7.2,21.18,0,0,6.6,4.9,31.3,17.0
1232,156,堡林,2012-06-08,21.0,19.4,23.0,2.5,17.1,68.0,79.0,19.6,993.4,1005.5,998.5,1001.7,14.5,1.1,4.92,0,0,9.5,6.9,23.5,18.6
1233,156,堡林,2012-06-08,21.0,19.4,23.0,2.5,17.1,68.0,79.0,19.6,993.4,1005.5,998.5,1001.7,14.5,1.1,4.92,0,0,9.5,6.9,23.5,18.6
1234,156,堡林,2012-06-09,23.6,19.1,30.2,0.1,17.2,40.0,69.5,19.6,993.4,1003.2,999.9,1001.6,14.5,7.1,19.0,0,0,7.5,6.5,28.7,18.1
1235,156,堡林,2012-06-09,23.6,19.1,30.2,0.1,17.2,40.0,69.5,19.6,993.4,1003.2,999.9,1001.6,14.5,7.1,19.0,0,0,7.5,6.5,28.7,18.1
1236,156,堡林,2012-06-10,24.0,18.3,31.4,0,16.2,36.0,63.5,18.4,993.8,1003.4,999.7,1002.0,14.5,9.7,21.06,0,0,4.1,2.3,30.7,15.7
1237,156,堡林,2012-06-10,24.0,18.3,31.4,0,16.2,36.0,63.5,18.4,993.8,1003.4,999.7,1002.0,14.5,9.7,21.06,0,0,4.1,2.3,30.7,15.7
1238,156,堡林,2012-06-11,23.1,19.4,27.6,0,16.7,50.0,68.1,18.9,992.6,1002.7,998.6,1000.8,14.5,1.6,13.5,0,0,8.0,1.9,27.6,17.1
1239,156,堡林,2012-06-11,23.1,19.4,27.6,0,16.7,50.0,68.1,18.9,992.6,1002.7,998.6,1000.8,14.5,1.6,13.5,0,0,8.0,1.9,27.6,17.1
1240,156,堡林,2012-06-12,23.6,19.4,30.7,12.0,17.0,38.0,68.6,19.4,992.4,1003.8,997.9,1000.6,14.5,6.6,17.96,0,0,6.5,4.6,28.8,16.9
1241,156,堡林,2012-06-12,23.6,19.4,30.7,12.0,17.0,38.0,68.6,19.4,992.4,1003.8,997.9,1000.6,14.5,6.6,17.96,0,0,6.5,4.6,28.8,16.9
1242,156,堡林,2012-06-13,23.1,19.9,30.6,32.5,17.7,43.0,73.9,20.2,998.7,1010.4,1003.8,1006.9,14.5,7.1,18.36,0,0,5.6,5.3,26.6,18.1
1243,156,堡林,2012-06-13,23.1,19.9,30.6,32.5,17.7,43.0,73.9,20.2,998.7,1010.4,1003.8,1006.9,14.5,7.1,18.36,0,0,5.6,5.3,26.6,18.1
1244,156,堡林,2012-06-14,23.7,18.7,29.9,0,16.4,41.0,65.8,18.6,1003.1,1012.9,1010.0,1011.4,14.5,11.4,23.66,0,0,2.4,1.0,25.1,16.9
1245,156,堡林,2012-06-14,23.7,18.7,29.9,0,16.4,41.0,65.8,18.6,1003.1,1012.9,1010.0,1011.4,14.5,11.4,23.66,0,0,2.4,1.0,25.1,16.9
1246,156,堡林,2012-06-15,21.5,19.9,23.7,0.4,16.8,65.0,74.9,19.1,1000.5,1012.7,1005.4,1008.8,14.5,0.7,6.22,0,0,7.5,4.1,21.9,17.6
1247,156,堡林,2012-06-15,21.5,19.9,23.7,0.4,16.8,65.0,74.9,19.1,1000.5,1012.7,1005.4,1008.8,14.5,0.7,6.22,0,0,7.5,4.1,21.9,17.6
1248,156,堡林,2012-06-16,23.1,18.1,29.9,0,16.7,40.0,69.5,19.0,999.1,1010.2,1005.1,1007.3,14.5,11.2,21.49,0,0,4.9,2.0,24.7,16.0
1249,156,堡林,2012-06-16,23.1,18.1,29.9,0,16.7,40.0,69.5,19.0,999.1,1010.2,1005.1,1007.3,14.5,11.2,21.49,0,0,4.9,2.0,24.7,16.0
1250,156,堡林,2012-06-17,23.4,19.0,29.2,0,17.3,40.0,70.8,19.8,1002.8,1012.2,1009.6,1011.1,14.5,7.1,19.94,0,0,6.4,0.8,25.1,16.6
1251,156,堡林,2012-06-17,23.4,19.0,29.2,0,17.3,40.0,70.8,19.8,1002.8,1012.2,1009.6,1011.1,14.5,7.1,19.94,0,0,6.4,0.8,25.1,16.6
1252,156,堡林,2012-06-18,21.4,19.2,25.3,7.0,18.1,58.0,82.9,20.8,999.8,1011.8,1003.5,1008.2,14.5,0.0,6.35,0,0,9.9,4.9,22.6,19.1
1253,156,堡林,2012-06-18,21.4,19.2,25.3,7.0,18.1,58.0,82.9,20.8,999.8,1011.8,1003.5,1008.2,14.5,0.0,6.35,0,0,9.9,4.9,22.6,19.1
1254,156,堡林,2012-06-19,24.2,18.8,31.4,3.0,17.8,39.0,70.3,20.4,992.0,1003.9,996.3,1000.1,14.5,9.3,22.54,0,0,5.8,3.4,27.0,18.7
